"","X","embryo","yolk_area","embryo_area","yolk_embryo_ratio","mom","elevation","treatment","day_of_exp","julian_date"
"360",12,12,8573184,7935464,1.0803632906658,"LZ3","lower","Control",31,192
"361",1,1,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"362",2,2,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"363",3,3,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"364",4,4,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"365",5,5,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"366",6,6,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"367",7,7,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"368",8,8,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"369",9,9,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"370",10,10,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"371",11,11,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"372",12,12,8573184,7935464,1.0803632906658,"LZ5","lower","Control",31,192
"373",1,1,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"374",2,2,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"375",3,3,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"376",4,4,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"377",5,5,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"378",6,6,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"379",7,7,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"380",8,8,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"381",9,9,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"382",10,10,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"383",11,11,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"384",12,12,8573184,7935464,1.0803632906658,"LZ7","lower","Control",31,192
"385",1,1,315277,3203745,0.0984088933420107,"HZ11","higher","Control",27,188
"386",2,2,118277,3473886,0.0340474615459459,"HZ11","higher","Control",27,188
"387",3,3,370355,3541537,0.104574652191972,"HZ11","higher","Control",27,188
"388",4,4,611787,3622271,0.168895977136995,"HZ11","higher","Control",27,188
"389",5,5,287139,3204595,0.0896022742343416,"HZ11","higher","Control",27,188
"390",6,6,619986,3610316,0.171726242245831,"HZ11","higher","Control",27,188
"391",7,7,135266,3353879,0.0403312105177319,"HZ11","higher","Control",27,188
"392",8,8,384310,3534093,0.108743601257805,"HZ11","higher","Control",27,188
"393",9,9,293673,3588787,0.0818307132744295,"HZ11","higher","Control",27,188
"394",10,10,248181,3543179,0.0700447253723281,"HZ11","higher","Control",27,188
"395",11,11,251897,3222093,0.0781780662445187,"HZ11","higher","Control",27,188
"396",12,12,351287,3448824,0.101857038805112,"HZ11","higher","Control",27,188
"397",1,1,326061,3047830,0.106981360508952,"HZ12","higher","Control",27,188
"398",2,2,376147,3221785,0.116751117780982,"HZ12","higher","Control",27,188
"399",3,3,160356,3239775,0.0494960298168854,"HZ12","higher","Control",27,188
"400",4,4,130598,3582940,0.0364499545066342,"HZ12","higher","Control",27,188
"401",5,5,274870,3127047,0.0879008214459201,"HZ12","higher","Control",27,188
"402",6,6,6718464,2498593,2.68889891230785,"HZ12","higher","Control",27,188
"403",7,7,259871,3088590,0.0841390407920766,"HZ12","higher","Control",27,188
"404",8,8,23194,3024679,0.00766825173844894,"HZ12","higher","Control",27,188
"405",9,9,262438,3503833,0.0749002592303914,"HZ12","higher","Control",27,188
"406",10,10,252456,3190549,0.0791261942693875,"HZ12","higher","Control",27,188
"407",11,11,326031,3119753,0.10450538872789,"HZ12","higher","Control",27,188
"408",12,12,169025,3881207,0.0435495968135686,"HZ12","higher","Control",27,188
"409",1,1,69465,3536255,0.0196436625752385,"HZ13","higher","Control",27,188
"410",2,2,24077,3252924,0.00740164848610051,"HZ13","higher","Control",27,188
"411",3,3,107590,3570472,0.0301332708952766,"HZ13","higher","Control",27,188
"412",4,4,97739,3634286,0.0268935906530196,"HZ13","higher","Control",27,188
"413",5,5,8573184,7935464,1.0803632906658,"HZ13","higher","Control",27,188
"414",6,6,62424,3425921,0.0182210856584259,"HZ13","higher","Control",27,188
"415",7,7,114295,3920774,0.0291511318938557,"HZ13","higher","Control",27,188
"416",8,8,105932,3759544,0.0281768214443028,"HZ13","higher","Control",27,188
"417",9,9,2,7935464,2.52033151432607e-07,"HZ13","higher","Control",27,188
"418",10,10,6718464,3720364,1.80586200705092,"HZ13","higher","Control",27,188
"419",11,11,195831,3486245,0.0561724721010715,"HZ13","higher","Control",27,188
"420",12,12,77698,3098519,0.0250758507532147,"HZ13","higher","Control",27,188
"421",1,1,528695,2786086,0.189762627571439,"HZ9","higher","Control",27,188
"422",2,2,342913,3189805,0.107502809732883,"HZ9","higher","Control",27,188
"423",3,3,604447,3338630,0.181046417243001,"HZ9","higher","Control",27,188
"424",4,4,171657,2735561,0.0627502000503736,"HZ9","higher","Control",27,188
"425",5,5,571364,3191379,0.179033577647782,"HZ9","higher","Control",27,188
"426",6,6,220241,3091209,0.0712475280707322,"HZ9","higher","Control",27,188
"427",7,7,8573184,7935464,1.0803632906658,"HZ9","higher","Control",27,188
"428",8,8,6718464,1462305,4.59443412967883,"HZ9","higher","Control",27,188
"429",9,9,563696,3228218,0.17461522115297,"HZ9","higher","Control",27,188
"430",10,10,520967,3013009,0.172905889096249,"HZ9","higher","Control",27,188
"431",11,11,8573184,7935464,1.0803632906658,"HZ9","higher","Control",27,188
"432",12,12,416429,3243089,0.12840504839676,"HZ9","higher","Control",27,188
"433",1,1,465051,2831193,0.164259730791931,"LZ2","lower","Control",27,188
"434",2,2,8573184,7935464,1.0803632906658,"LZ2","lower","Control",27,188
"435",3,3,427922,2736072,0.156400123973346,"LZ2","lower","Control",27,188
"436",4,4,331510,2768927,0.11972507762032,"LZ2","lower","Control",27,188
"437",5,5,619357,3048909,0.203140533220244,"LZ2","lower","Control",27,188
"438",6,6,761974,2742932,0.277795439332802,"LZ2","lower","Control",27,188
"439",7,7,759040,3304642,0.229689025316509,"LZ2","lower","Control",27,188
"440",8,8,747039,2914530,0.256315426501014,"LZ2","lower","Control",27,188
"441",9,9,8573184,7935464,1.0803632906658,"LZ2","lower","Control",27,188
"442",10,10,462537,2943989,0.157112339753987,"LZ2","lower","Control",27,188
"443",11,11,798078,3151088,0.253270616371234,"LZ2","lower","Control",27,188
"444",12,12,624526,2930703,0.213097676564292,"LZ2","lower","Control",27,188
"445",1,1,428466,3705802,0.115620316465909,"LZ3","lower","Control",27,188
"446",2,2,127643,3711610,0.0343901972459391,"LZ3","lower","Control",27,188
"447",3,3,311401,3507696,0.0887765074282378,"LZ3","lower","Control",27,188
"448",4,4,178612,3579094,0.0499042495111891,"LZ3","lower","Control",27,188
"449",5,5,416241,3268732,0.127340204091372,"LZ3","lower","Control",27,188
"450",6,6,178273,3675701,0.0485004084935091,"LZ3","lower","Control",27,188
"451",7,7,360189,3612221,0.0997139986728387,"LZ3","lower","Control",27,188
"452",8,8,159656,3549034,0.0449857623229307,"LZ3","lower","Control",27,188
"453",9,9,143053,3924586,0.0364504689157022,"LZ3","lower","Control",27,188
"454",10,10,327140,3727341,0.0877676606460208,"LZ3","lower","Control",27,188
"455",11,11,363337,3399968,0.106864829316041,"LZ3","lower","Control",27,188
"456",12,12,17772,3171199,0.00560418945641696,"LZ3","lower","Control",27,188
"457",1,1,369083,3262273,0.113136760779984,"LZ5","lower","Control",27,188
"458",2,2,428628,3809895,0.112503887902423,"LZ5","lower","Control",27,188
"459",3,3,231087,3560022,0.0649116775121053,"LZ5","lower","Control",27,188
"460",4,4,213723,3361057,0.0635880319792256,"LZ5","lower","Control",27,188
"461",5,5,336888,3207485,0.105031823999177,"LZ5","lower","Control",27,188
"462",6,6,8573184,7935464,1.0803632906658,"LZ5","lower","Control",27,188
"463",7,7,266648,3312459,0.0804985057928264,"LZ5","lower","Control",27,188
"464",8,8,80974,3426579,0.0236311493183143,"LZ5","lower","Control",27,188
"465",9,9,393577,3656957,0.107624180431982,"LZ5","lower","Control",27,188
"466",10,10,8573184,7935464,1.0803632906658,"LZ5","lower","Control",27,188
"467",11,11,444777,3915235,0.113601610120465,"LZ5","lower","Control",27,188
"468",12,12,119630,2148316,0.0556854764382893,"LZ5","lower","Control",27,188
"469",1,1,505829,3412370,0.14823392539496,"LZ7","lower","Control",27,188
"470",2,2,8573184,7935464,1.0803632906658,"LZ7","lower","Control",27,188
"471",3,3,23525,3334617,0.00705478320298853,"LZ7","lower","Control",27,188
"472",4,4,305012,3201184,0.0952809960314684,"LZ7","lower","Control",27,188
"473",5,5,302814,3772496,0.0802688723858156,"LZ7","lower","Control",27,188
"474",6,6,308840,3531540,0.0874519331509766,"LZ7","lower","Control",27,188
"475",7,7,355363,3448058,0.103061781443352,"LZ7","lower","Control",27,188
"476",8,8,144824,3530521,0.0410205745837512,"LZ7","lower","Control",27,188
"477",9,9,447396,3363126,0.133029806198162,"LZ7","lower","Control",27,188
"478",10,10,436398,3409786,0.127983984918702,"LZ7","lower","Control",27,188
"479",11,11,248835,3322869,0.0748855883274363,"LZ7","lower","Control",27,188
"480",12,12,113290,3248206,0.0348777140366097,"LZ7","lower","Control",27,188
