,X.1,X,embryo,yolk_area,embryo_area,yolk_embryo_ratio,mom,Treatment,Day_of_Exp,Julian_date,Elevation
302,631,11,11,1462930,2756778,0.530666597,Higher zone WINTER 4,Heat Shock,4,15,Higher
303,632,12,12,1312087,2683369,0.488970022,Higher zone WINTER 4,Heat Shock,4,15,Higher
304,711,1,1,899198,2656764,0.338456107,Higher zone WINTER 4,Heat Shock,12,23,Higher
305,712,2,2,839685,2619454,0.320557261,Higher zone WINTER 4,Heat Shock,12,23,Higher
306,713,3,3,1251396,2763598,0.452814049,Higher zone WINTER 4,Heat Shock,12,23,Higher
307,714,4,4,791613,3192940,0.247926049,Higher zone WINTER 4,Heat Shock,12,23,Higher
308,715,5,5,903131,2680812,0.336887107,Higher zone WINTER 4,Heat Shock,12,23,Higher
309,716,6,6,993082,2837566,0.349976705,Higher zone WINTER 4,Heat Shock,12,23,Higher
310,717,7,7,853557,2774892,0.30760008,Higher zone WINTER 4,Heat Shock,12,23,Higher
311,718,8,8,940812,2811091,0.3346786,Higher zone WINTER 4,Heat Shock,12,23,Higher
312,719,9,9,1029937,2628797,0.391790237,Higher zone WINTER 4,Heat Shock,12,23,Higher
313,720,10,10,984725,2746875,0.358489192,Higher zone WINTER 4,Heat Shock,12,23,Higher
314,721,11,11,1091357,2787128,0.391570462,Higher zone WINTER 4,Heat Shock,12,23,Higher
315,779,1,1,676370,3137003,0.21561025,Higher zone WINTER 4,Heat Shock,20,31,Higher
316,780,2,2,699654,3019365,0.231722233,Higher zone WINTER 4,Heat Shock,20,31,Higher
317,781,3,3,632691,3194252,0.198071724,Higher zone WINTER 4,Heat Shock,20,31,Higher
318,782,5,5,686462,3094353,0.221843468,Higher zone WINTER 4,Heat Shock,20,31,Higher
319,783,6,6,666283,3176342,0.209764251,Higher zone WINTER 4,Heat Shock,20,31,Higher
320,784,7,7,767765,3146726,0.243988514,Higher zone WINTER 4,Heat Shock,20,31,Higher
321,785,8,8,831729,3245732,0.256253135,Higher zone WINTER 4,Heat Shock,20,31,Higher
322,786,9,9,898552,3045326,0.29505938,Higher zone WINTER 4,Heat Shock,20,31,Higher
323,787,10,10,678857,3177029,0.213676677,Higher zone WINTER 4,Heat Shock,20,31,Higher
324,788,11,11,708063,3174935,0.223016534,Higher zone WINTER 4,Heat Shock,20,31,Higher
325,832,1,1,446406,3335164,0.133848291,Higher zone WINTER 4,Heat Shock,27,38,Higher
326,833,2,2,458500,3446868,0.133019309,Higher zone WINTER 4,Heat Shock,27,38,Higher
327,834,3,3,328999,3401570,0.09671975,Higher zone WINTER 4,Heat Shock,27,38,Higher
328,835,5,5,420226,3275367,0.128298905,Higher zone WINTER 4,Heat Shock,27,38,Higher
329,836,6,6,347168,3432379,0.101145008,Higher zone WINTER 4,Heat Shock,27,38,Higher
330,837,7,7,438110,3387116,0.129346028,Higher zone WINTER 4,Heat Shock,27,38,Higher
331,838,8,8,463023,3368398,0.137460894,Higher zone WINTER 4,Heat Shock,27,38,Higher
332,839,9,9,427857,3302470,0.129556665,Higher zone WINTER 4,Heat Shock,27,38,Higher
333,840,10,10,452090,3331814,0.135688847,Higher zone WINTER 4,Heat Shock,27,38,Higher
334,841,11,11,508661,3219867,0.15797578,Higher zone WINTER 4,Heat Shock,27,38,Higher
335,1149,1,1,306014,3406417,0.089834568,Higher zone WINTER 4,Control,34,45,Higher
336,1150,2,2,220631,3768664,0.058543558,Higher zone WINTER 4,Control,34,45,Higher
337,1151,3,3,234241,3731341,0.062776626,Higher zone WINTER 4,Control,34,45,Higher
338,1152,4,4,270313,3647624,0.074106597,Higher zone WINTER 4,Control,34,45,Higher
339,1153,5,5,234195,3670296,0.063808205,Higher zone WINTER 4,Control,34,45,Higher
340,1154,6,6,200055,3808257,0.052531906,Higher zone WINTER 4,Control,34,45,Higher
341,1155,7,7,187194,3693549,0.050681337,Higher zone WINTER 4,Control,34,45,Higher
342,1156,8,8,237255,3802558,0.062393526,Higher zone WINTER 4,Control,34,45,Higher
343,1157,9,9,223329,3544949,0.062999214,Higher zone WINTER 4,Control,34,45,Higher
344,1158,10,10,161957,3889979,0.041634415,Higher zone WINTER 4,Control,34,45,Higher
345,1159,11,11,284863,3841513,0.074153856,Higher zone WINTER 4,Control,34,45,Higher
346,1183,1,1,76293,3797366,0.020091032,Higher zone WINTER 4,Heat Shock,34,45,Higher
347,1184,2,2,92989,3770120,0.024664732,Higher zone WINTER 4,Heat Shock,34,45,Higher
348,1185,3,3,12362,3846044,0.003214212,Higher zone WINTER 4,Heat Shock,34,45,Higher
349,1186,5,5,6718464,3271624,2.053556277,Higher zone WINTER 4,Heat Shock,34,45,Higher
350,1187,6,6,101889,3903033,0.026105083,Higher zone WINTER 4,Heat Shock,34,45,Higher
351,1188,7,7,90786,3812354,0.023813633,Higher zone WINTER 4,Heat Shock,34,45,Higher
352,1189,8,8,61146,3589280,0.017035729,Higher zone WINTER 4,Heat Shock,34,45,Higher
353,1190,9,9,223198,3593841,0.062105697,Higher zone WINTER 4,Heat Shock,34,45,Higher
354,1191,10,10,137711,3714671,0.037072193,Higher zone WINTER 4,Heat Shock,34,45,Higher
355,1192,11,11,89422,3790576,0.02359061,Higher zone WINTER 4,Heat Shock,34,45,Higher
356,297,1,1,778397,2943767,0.264422082,Higher zone WINTER 5,Control,6,17,Higher
357,298,2,2,787472,2827628,0.278492079,Higher zone WINTER 5,Control,6,17,Higher
358,299,3,3,322113,2801752,0.11496842,Higher zone WINTER 5,Control,6,17,Higher
359,300,4,4,828095,3102867,0.266880598,Higher zone WINTER 5,Control,6,17,Higher
360,301,5,5,689892,3016335,0.228718627,Higher zone WINTER 5,Control,6,17,Higher
361,302,6,6,1089887,3078322,0.354052305,Higher zone WINTER 5,Control,6,17,Higher
362,303,7,7,605028,2790930,0.216783653,Higher zone WINTER 5,Control,6,17,Higher
363,304,8,8,773165,3111207,0.248509662,Higher zone WINTER 5,Control,6,17,Higher
364,305,9,9,562689,2876951,0.195585187,Higher zone WINTER 5,Control,6,17,Higher
365,306,10,10,735338,3024001,0.243167248,Higher zone WINTER 5,Control,6,17,Higher
366,307,11,11,680001,3000739,0.226611178,Higher zone WINTER 5,Control,6,17,Higher
367,308,12,12,736708,3042445,0.242143408,Higher zone WINTER 5,Control,6,17,Higher
368,393,1,1,614142,3643322,0.16856649,Higher zone WINTER 5,Control,13,24,Higher
369,394,2,2,674098,3390275,0.198832838,Higher zone WINTER 5,Control,13,24,Higher
370,395,3,3,456554,3416648,0.133626291,Higher zone WINTER 5,Control,13,24,Higher
371,396,4,4,534134,3590593,0.148759272,Higher zone WINTER 5,Control,13,24,Higher
372,397,5,5,578632,3632779,0.159280815,Higher zone WINTER 5,Control,13,24,Higher
373,398,6,6,546168,3552770,0.153730188,Higher zone WINTER 5,Control,13,24,Higher
374,399,7,7,445796,3190861,0.139710254,Higher zone WINTER 5,Control,13,24,Higher
375,400,8,8,625760,3614249,0.173136937,Higher zone WINTER 5,Control,13,24,Higher
376,401,9,9,445441,3436992,0.129601989,Higher zone WINTER 5,Control,13,24,Higher
377,402,10,10,714952,3304400,0.216363636,Higher zone WINTER 5,Control,13,24,Higher
378,403,11,11,400006,3317072,0.120590087,Higher zone WINTER 5,Control,13,24,Higher
379,404,12,12,570735,3717287,0.153535361,Higher zone WINTER 5,Control,13,24,Higher
380,477,1,1,250339,3980543,0.062890666,Higher zone WINTER 5,Control,21,32,Higher
381,478,2,2,273968,3779725,0.07248358,Higher zone WINTER 5,Control,21,32,Higher
382,479,3,3,215841,3841193,0.056191136,Higher zone WINTER 5,Control,21,32,Higher
383,480,4,4,218113,3805383,0.057316964,Higher zone WINTER 5,Control,21,32,Higher
384,481,5,5,229892,4108124,0.055960336,Higher zone WINTER 5,Control,21,32,Higher
385,482,7,7,303983,3877802,0.078390542,Higher zone WINTER 5,Control,21,32,Higher
386,483,8,8,175742,3943442,0.044565636,Higher zone WINTER 5,Control,21,32,Higher
387,484,9,9,168873,3823817,0.044163463,Higher zone WINTER 5,Control,21,32,Higher
388,485,10,10,286638,4037103,0.071000913,Higher zone WINTER 5,Control,21,32,Higher
389,486,11,11,193724,4042517,0.047921629,Higher zone WINTER 5,Control,21,32,Higher
390,487,12,12,181187,4199263,0.043147333,Higher zone WINTER 5,Control,21,32,Higher
391,559,1,1,352,4703579,7.48366297238762e-05,Higher zone WINTER 5,Control,28,39,Higher
392,845,1,1,1117137,3278603,0.340735673,Higher zone WINTER 5,Heat Shock,4,15,Higher
393,846,2,2,879923,2825160,0.311459528,Higher zone WINTER 5,Heat Shock,4,15,Higher
394,847,3,3,1315318,3111393,0.422742482,Higher zone WINTER 5,Heat Shock,4,15,Higher
395,848,4,4,1121617,3061406,0.366373163,Higher zone WINTER 5,Heat Shock,4,15,Higher
396,849,5,5,971149,3197435,0.303727519,Higher zone WINTER 5,Heat Shock,4,15,Higher
397,850,6,6,846966,2790509,0.30351667,Higher zone WINTER 5,Heat Shock,4,15,Higher
398,851,7,7,882898,3086876,0.286016672,Higher zone WINTER 5,Heat Shock,4,15,Higher
399,852,8,8,1553296,3205709,0.484540549,Higher zone WINTER 5,Heat Shock,4,15,Higher
400,853,9,9,1527440,3191600,0.478581276,Higher zone WINTER 5,Heat Shock,4,15,Higher
401,854,10,10,678319,3168642,0.214072464,Higher zone WINTER 5,Heat Shock,4,15,Higher
402,855,11,11,1783890,3257694,0.547592868,Higher zone WINTER 5,Heat Shock,4,15,Higher
403,856,12,12,747712,3083369,0.242498384,Higher zone WINTER 5,Heat Shock,4,15,Higher
404,941,1,1,351495,3180452,0.11051731,Higher zone WINTER 5,Heat Shock,12,23,Higher
405,942,2,2,424514,3497418,0.121379257,Higher zone WINTER 5,Heat Shock,12,23,Higher
406,943,3,3,219873,3183156,0.0690739,Higher zone WINTER 5,Heat Shock,12,23,Higher
407,944,4,4,491949,3700658,0.132935548,Higher zone WINTER 5,Heat Shock,12,23,Higher
408,945,5,5,543156,3606141,0.150619735,Higher zone WINTER 5,Heat Shock,12,23,Higher
409,946,6,6,439922,3430685,0.128231534,Higher zone WINTER 5,Heat Shock,12,23,Higher
410,947,7,7,530653,3543807,0.149740942,Higher zone WINTER 5,Heat Shock,12,23,Higher
411,948,8,8,163894,3680675,0.044528245,Higher zone WINTER 5,Heat Shock,12,23,Higher
412,949,9,9,482933,3515852,0.13735874,Higher zone WINTER 5,Heat Shock,12,23,Higher
413,950,10,10,523749,3614626,0.144897148,Higher zone WINTER 5,Heat Shock,12,23,Higher
414,951,11,11,1834876,3587868,0.511411234,Higher zone WINTER 5,Heat Shock,12,23,Higher
415,952,12,12,484208,3472042,0.139459142,Higher zone WINTER 5,Heat Shock,12,23,Higher
416,1028,1,1,176246,3991921,0.044150673,Higher zone WINTER 5,Heat Shock,21,32,Higher
417,1029,2,2,16996,4128780,0.00411647,Higher zone WINTER 5,Heat Shock,21,32,Higher
418,1030,3,3,205640,4116594,0.049953918,Higher zone WINTER 5,Heat Shock,21,32,Higher
419,1031,4,4,304052,4129430,0.073630501,Higher zone WINTER 5,Heat Shock,21,32,Higher
420,1032,5,5,256536,3930248,0.065272217,Higher zone WINTER 5,Heat Shock,21,32,Higher
421,1033,6,6,200410,3941332,0.050848292,Higher zone WINTER 5,Heat Shock,21,32,Higher
422,1034,7,7,239451,3544983,0.067546445,Higher zone WINTER 5,Heat Shock,21,32,Higher
423,1035,8,8,1999,3709769,0.000538848,Higher zone WINTER 5,Heat Shock,21,32,Higher
424,1036,9,9,137184,4183982,0.032787904,Higher zone WINTER 5,Heat Shock,21,32,Higher
425,1037,10,10,91614,3616931,0.025329209,Higher zone WINTER 5,Heat Shock,21,32,Higher
426,1038,11,11,371998,3902578,0.095321093,Higher zone WINTER 5,Heat Shock,21,32,Higher
427,1039,12,12,121876,3770852,0.032320547,Higher zone WINTER 5,Heat Shock,21,32,Higher
428,1111,1,1,79,4307228,1.83412626403803e-05,Higher zone WINTER 5,Heat Shock,28,39,Higher
429,1112,2,2,6718464,4595742,1.461888853,Higher zone WINTER 5,Heat Shock,28,39,Higher
430,1113,3,3,6718464,3993052,1.682538569,Higher zone WINTER 5,Heat Shock,28,39,Higher
431,309,1,1,1421623,2046619,0.694620249,Higher zone WINTER 6,Control,6,17,Higher
432,310,2,2,1754188,2185863,0.802515071,Higher zone WINTER 6,Control,6,17,Higher
433,311,3,3,1727226,2211640,0.780970682,Higher zone WINTER 6,Control,6,17,Higher
434,312,4,4,1562582,2105320,0.74220641,Higher zone WINTER 6,Control,6,17,Higher
435,313,5,5,1641009,2159329,0.75996247,Higher zone WINTER 6,Control,6,17,Higher
436,314,6,6,1668884,2102201,0.79387461,Higher zone WINTER 6,Control,6,17,Higher
437,315,7,7,1527395,2198701,0.694680632,Higher zone WINTER 6,Control,6,17,Higher
438,316,8,8,1530772,2173574,0.704264957,Higher zone WINTER 6,Control,6,17,Higher
439,317,9,9,1695686,2296525,0.738370364,Higher zone WINTER 6,Control,6,17,Higher
440,318,10,10,1522402,2095422,0.726537184,Higher zone WINTER 6,Control,6,17,Higher
441,319,11,11,1626515,2213823,0.734708692,Higher zone WINTER 6,Control,6,17,Higher
442,320,12,12,1600808,2081638,0.769013633,Higher zone WINTER 6,Control,6,17,Higher
443,405,1,1,1622737,2299826,0.705591206,Higher zone WINTER 6,Control,13,24,Higher
444,406,2,2,1816814,2242988,0.8099972,Higher zone WINTER 6,Control,13,24,Higher
445,407,3,3,1549229,2177219,0.711563237,Higher zone WINTER 6,Control,13,24,Higher
446,408,4,4,1532420,2661251,0.575826933,Higher zone WINTER 6,Control,13,24,Higher
447,409,5,5,1608057,2184629,0.736077842,Higher zone WINTER 6,Control,13,24,Higher
448,410,6,6,1446214,2124469,0.680741399,Higher zone WINTER 6,Control,13,24,Higher
449,411,7,7,1682472,2394219,0.702722683,Higher zone WINTER 6,Control,13,24,Higher
450,412,8,8,1636589,2290627,0.714472064,Higher zone WINTER 6,Control,13,24,Higher
451,413,9,9,1794138,2433669,0.737215291,Higher zone WINTER 6,Control,13,24,Higher
452,414,10,10,1465541,2089322,0.701443339,Higher zone WINTER 6,Control,13,24,Higher
453,415,11,11,1804468,2385998,0.756273895,Higher zone WINTER 6,Control,13,24,Higher
454,416,12,12,1737486,2360548,0.736051968,Higher zone WINTER 6,Control,13,24,Higher
455,488,1,1,1671948,2445403,0.683710619,Higher zone WINTER 6,Control,21,32,Higher
456,489,2,2,1670709,2333420,0.715991549,Higher zone WINTER 6,Control,21,32,Higher
457,490,3,3,1575476,2367102,0.665571657,Higher zone WINTER 6,Control,21,32,Higher
458,491,4,4,1463235,2435437,0.600810039,Higher zone WINTER 6,Control,21,32,Higher
459,492,5,5,1456365,2329567,0.625165535,Higher zone WINTER 6,Control,21,32,Higher
460,493,6,6,1689107,2538166,0.665483266,Higher zone WINTER 6,Control,21,32,Higher
461,494,7,7,1568286,2573420,0.60941704,Higher zone WINTER 6,Control,21,32,Higher
462,495,8,8,1357308,2406141,0.564101605,Higher zone WINTER 6,Control,21,32,Higher
463,496,9,9,1560939,2508484,0.622263885,Higher zone WINTER 6,Control,21,32,Higher
464,497,10,10,1634453,2555167,0.639665822,Higher zone WINTER 6,Control,21,32,Higher
465,498,11,11,1643000,2514499,0.653410481,Higher zone WINTER 6,Control,21,32,Higher
466,499,12,12,1344324,2351158,0.571771017,Higher zone WINTER 6,Control,21,32,Higher
467,560,1,1,1549536,2599636,0.596058833,Higher zone WINTER 6,Control,28,39,Higher
468,561,2,2,1350000,2481873,0.543944029,Higher zone WINTER 6,Control,28,39,Higher
469,562,4,4,1449155,2710076,0.534728546,Higher zone WINTER 6,Control,28,39,Higher
470,563,5,5,1229896,2583955,0.475974233,Higher zone WINTER 6,Control,28,39,Higher
471,564,6,6,1325603,2677112,0.495161577,Higher zone WINTER 6,Control,28,39,Higher
472,565,7,7,1443077,2665901,0.541309298,Higher zone WINTER 6,Control,28,39,Higher
473,566,8,8,1181321,2543259,0.464491033,Higher zone WINTER 6,Control,28,39,Higher
474,567,9,9,1372720,2713327,0.505917643,Higher zone WINTER 6,Control,28,39,Higher
475,568,10,10,1648627,2688106,0.613304312,Higher zone WINTER 6,Control,28,39,Higher
476,569,11,11,1409913,2652637,0.531513735,Higher zone WINTER 6,Control,28,39,Higher
477,570,12,12,1401454,2701897,0.518692607,Higher zone WINTER 6,Control,28,39,Higher
478,857,1,1,1751055,2286834,0.76571146,Higher zone WINTER 6,Heat Shock,4,15,Higher
479,858,2,2,1587909,2211466,0.718034553,Higher zone WINTER 6,Heat Shock,4,15,Higher
480,859,3,3,1831555,2313522,0.791673907,Higher zone WINTER 6,Heat Shock,4,15,Higher
481,860,4,4,1890090,2409221,0.784523296,Higher zone WINTER 6,Heat Shock,4,15,Higher
482,861,5,5,1775765,2352989,0.754684786,Higher zone WINTER 6,Heat Shock,4,15,Higher
483,862,6,6,1844941,2336334,0.78967348,Higher zone WINTER 6,Heat Shock,4,15,Higher
484,863,7,7,1608347,2216067,0.725766414,Higher zone WINTER 6,Heat Shock,4,15,Higher
485,864,8,8,1654091,2180998,0.758410141,Higher zone WINTER 6,Heat Shock,4,15,Higher
486,865,9,9,1655076,2152409,0.768941219,Higher zone WINTER 6,Heat Shock,4,15,Higher
487,866,10,10,1793230,2255499,0.795048014,Higher zone WINTER 6,Heat Shock,4,15,Higher
488,867,11,11,1878724,2323434,0.808597963,Higher zone WINTER 6,Heat Shock,4,15,Higher
489,868,12,12,1772443,2323017,0.762991833,Higher zone WINTER 6,Heat Shock,4,15,Higher
490,953,1,1,1682709,2325664,0.72353917,Higher zone WINTER 6,Heat Shock,12,23,Higher
491,954,2,2,1624295,2255836,0.720041262,Higher zone WINTER 6,Heat Shock,12,23,Higher
492,955,3,3,1661983,2293042,0.724793964,Higher zone WINTER 6,Heat Shock,12,23,Higher
493,956,4,4,1824601,2362401,0.772350249,Higher zone WINTER 6,Heat Shock,12,23,Higher
494,957,5,5,1925194,2429625,0.792383187,Higher zone WINTER 6,Heat Shock,12,23,Higher
495,958,6,6,1818156,2367746,0.767884731,Higher zone WINTER 6,Heat Shock,12,23,Higher
496,959,7,7,1675986,2349921,0.713209508,Higher zone WINTER 6,Heat Shock,12,23,Higher
497,960,8,8,1825437,2406933,0.758407899,Higher zone WINTER 6,Heat Shock,12,23,Higher
498,961,9,9,1162934,1919726,0.605781242,Higher zone WINTER 6,Heat Shock,12,23,Higher
499,962,10,10,1471009,2025658,0.726188231,Higher zone WINTER 6,Heat Shock,12,23,Higher
500,963,11,11,1630501,2258621,0.721901107,Higher zone WINTER 6,Heat Shock,12,23,Higher
501,964,12,12,1734230,2373246,0.730741777,Higher zone WINTER 6,Heat Shock,12,23,Higher
502,1040,1,1,1490927,2417358,0.616758875,Higher zone WINTER 6,Heat Shock,21,32,Higher
503,1041,2,2,1555462,2462174,0.631743329,Higher zone WINTER 6,Heat Shock,21,32,Higher
504,1042,3,3,1512144,2418164,0.625327314,Higher zone WINTER 6,Heat Shock,21,32,Higher
505,1043,4,4,1829838,2457374,0.744631464,Higher zone WINTER 6,Heat Shock,21,32,Higher
506,1044,5,5,1251897,2326506,0.538101771,Higher zone WINTER 6,Heat Shock,21,32,Higher
507,1045,6,6,1540257,2555310,0.602767179,Higher zone WINTER 6,Heat Shock,21,32,Higher
508,1046,7,7,1196248,2233968,0.53548126,Higher zone WINTER 6,Heat Shock,21,32,Higher
509,1047,8,8,1125390,2190360,0.513792253,Higher zone WINTER 6,Heat Shock,21,32,Higher
510,1048,9,9,1494472,2360377,0.633149704,Higher zone WINTER 6,Heat Shock,21,32,Higher
511,1049,10,10,1661986,2511418,0.661771955,Higher zone WINTER 6,Heat Shock,21,32,Higher
512,1050,11,11,1208460,2235108,0.54067186,Higher zone WINTER 6,Heat Shock,21,32,Higher
513,1051,12,12,1282754,2311354,0.554979462,Higher zone WINTER 6,Heat Shock,21,32,Higher
514,1114,1,1,1457516,2682855,0.543270508,Higher zone WINTER 6,Heat Shock,28,39,Higher
515,1115,2,2,1267484,2734051,0.463591937,Higher zone WINTER 6,Heat Shock,28,39,Higher
516,1116,3,3,1222169,2630049,0.464694384,Higher zone WINTER 6,Heat Shock,28,39,Higher
517,1117,4,4,964416,2730865,0.353154037,Higher zone WINTER 6,Heat Shock,28,39,Higher
518,1118,5,5,1268389,2844857,0.445853342,Higher zone WINTER 6,Heat Shock,28,39,Higher
519,1119,6,6,1264310,2690446,0.469925804,Higher zone WINTER 6,Heat Shock,28,39,Higher
520,1120,7,7,1271236,2694918,0.471716023,Higher zone WINTER 6,Heat Shock,28,39,Higher
521,1121,8,8,1303070,2665633,0.488840737,Higher zone WINTER 6,Heat Shock,28,39,Higher
522,1122,9,9,1184101,2620612,0.451841402,Higher zone WINTER 6,Heat Shock,28,39,Higher
523,1123,10,10,1314022,2699413,0.486780645,Higher zone WINTER 6,Heat Shock,28,39,Higher
524,1124,11,11,1276698,2719458,0.469467813,Higher zone WINTER 6,Heat Shock,28,39,Higher
525,1125,12,12,1141260,2781114,0.41036074,Higher zone WINTER 6,Heat Shock,28,39,Higher
526,1160,1,1,1125859,2759720,0.407961315,Higher zone WINTER 6,Control,34,45,Higher
527,1161,4,4,1092114,3014246,0.362317475,Higher zone WINTER 6,Control,34,45,Higher
528,1162,5,5,847089,2755853,0.307378151,Higher zone WINTER 6,Control,34,45,Higher
529,1163,6,6,1167738,2942786,0.396813768,Higher zone WINTER 6,Control,34,45,Higher
530,1164,7,7,1069370,2788418,0.383504195,Higher zone WINTER 6,Control,34,45,Higher
531,1165,8,8,954326,2855028,0.33426152,Higher zone WINTER 6,Control,34,45,Higher
532,1166,9,9,1113931,2837520,0.392572035,Higher zone WINTER 6,Control,34,45,Higher
533,1167,10,10,1106522,2993181,0.369680951,Higher zone WINTER 6,Control,34,45,Higher
534,1168,11,11,1204198,2847468,0.422901328,Higher zone WINTER 6,Control,34,45,Higher
535,1169,12,12,1691639,2893860,0.584561451,Higher zone WINTER 6,Control,34,45,Higher
536,1193,1,1,986197,2753321,0.358184534,Higher zone WINTER 6,Heat Shock,34,45,Higher
537,1194,2,2,887796,2911037,0.304975856,Higher zone WINTER 6,Heat Shock,34,45,Higher
538,1195,3,3,837759,2684809,0.312036722,Higher zone WINTER 6,Heat Shock,34,45,Higher
539,1196,5,5,951281,3087672,0.308090043,Higher zone WINTER 6,Heat Shock,34,45,Higher
540,1197,6,6,1117891,3056519,0.365739915,Higher zone WINTER 6,Heat Shock,34,45,Higher
541,1198,7,7,797255,2852371,0.279506067,Higher zone WINTER 6,Heat Shock,34,45,Higher
542,1199,8,8,1257331,2935241,0.42835699,Higher zone WINTER 6,Heat Shock,34,45,Higher
543,1200,9,9,714228,2576475,0.277211306,Higher zone WINTER 6,Heat Shock,34,45,Higher
544,1201,10,10,1030799,2934543,0.351263894,Higher zone WINTER 6,Heat Shock,34,45,Higher
545,1202,11,11,1020310,2917249,0.349750741,Higher zone WINTER 6,Heat Shock,34,45,Higher
546,1203,12,12,862913,3027115,0.285061189,Higher zone WINTER 6,Heat Shock,34,45,Higher
547,1218,1,1,719249,3143313,0.228818765,Higher zone WINTER 6,Control,42,53,Higher
548,1219,4,4,681634,3438632,0.198228249,Higher zone WINTER 6,Control,42,53,Higher
549,1220,5,5,676636,3205479,0.211087329,Higher zone WINTER 6,Control,42,53,Higher
550,1221,6,6,810118,3417466,0.237052249,Higher zone WINTER 6,Control,42,53,Higher
551,1222,7,7,722581,3388959,0.213216212,Higher zone WINTER 6,Control,42,53,Higher
552,1223,8,8,539000,3419518,0.157624554,Higher zone WINTER 6,Control,42,53,Higher
553,1224,9,9,965532,3222040,0.299664809,Higher zone WINTER 6,Control,42,53,Higher
554,1225,10,10,826987,3484919,0.237304511,Higher zone WINTER 6,Control,42,53,Higher
555,1226,11,11,794420,3255563,0.244019237,Higher zone WINTER 6,Control,42,53,Higher
556,1227,12,12,753705,3423340,0.220166562,Higher zone WINTER 6,Control,42,53,Higher
557,1236,1,1,391526,2754330,0.14214927,Higher zone WINTER 6,Heat Shock,42,53,Higher
558,1237,2,2,518093,2930782,0.176776369,Higher zone WINTER 6,Heat Shock,42,53,Higher
559,1238,3,3,706028,3234404,0.218286893,Higher zone WINTER 6,Heat Shock,42,53,Higher
560,1239,5,5,502637,3103838,0.161940475,Higher zone WINTER 6,Heat Shock,42,53,Higher
561,1240,6,6,486341,3024933,0.160777445,Higher zone WINTER 6,Heat Shock,42,53,Higher
562,1241,7,7,513040,2990184,0.171574726,Higher zone WINTER 6,Heat Shock,42,53,Higher
563,1242,8,8,821167,3022084,0.271722096,Higher zone WINTER 6,Heat Shock,42,53,Higher
564,1243,9,9,612777,3195489,0.191763139,Higher zone WINTER 6,Heat Shock,42,53,Higher
565,1244,10,10,671735,3194035,0.210309217,Higher zone WINTER 6,Heat Shock,42,53,Higher
566,1245,11,11,531067,3317622,0.160074596,Higher zone WINTER 6,Heat Shock,42,53,Higher
567,1246,12,12,586238,3572845,0.164081565,Higher zone WINTER 6,Heat Shock,42,53,Higher
568,1257,1,1,456432,3485430,0.130954287,Higher zone WINTER 6,Control,49,60,Higher
569,1258,4,4,210029,3591012,0.058487412,Higher zone WINTER 6,Control,49,60,Higher
570,1259,5,5,471877,3390052,0.13919462,Higher zone WINTER 6,Control,49,60,Higher
571,1260,6,6,354759,3696290,0.095977047,Higher zone WINTER 6,Control,49,60,Higher
572,1261,7,7,361640,3626255,0.099728232,Higher zone WINTER 6,Control,49,60,Higher
573,1262,8,8,279972,3467664,0.080737926,Higher zone WINTER 6,Control,49,60,Higher
574,1263,9,9,496246,3534493,0.1404009,Higher zone WINTER 6,Control,49,60,Higher
575,1264,10,10,435765,3749081,0.116232485,Higher zone WINTER 6,Control,49,60,Higher
576,1265,11,11,453779,3183839,0.142525737,Higher zone WINTER 6,Control,49,60,Higher
577,1266,12,12,467051,3673553,0.127138767,Higher zone WINTER 6,Control,49,60,Higher
578,1267,1,1,378257,3414006,0.110795646,Higher zone WINTER 6,Heat Shock,49,60,Higher
579,1268,2,2,295823,3443733,0.08590184,Higher zone WINTER 6,Heat Shock,49,60,Higher
580,1269,3,3,406694,3454636,0.117724125,Higher zone WINTER 6,Heat Shock,49,60,Higher
581,1270,5,5,408037,3778788,0.107980919,Higher zone WINTER 6,Heat Shock,49,60,Higher
582,1271,6,6,514157,3571680,0.143953826,Higher zone WINTER 6,Heat Shock,49,60,Higher
583,1272,7,7,402199,3587891,0.112099002,Higher zone WINTER 6,Heat Shock,49,60,Higher
584,1273,8,8,254074,3677818,0.069082809,Higher zone WINTER 6,Heat Shock,49,60,Higher
585,1274,9,9,368261,3520745,0.104597464,Higher zone WINTER 6,Heat Shock,49,60,Higher
586,1275,10,10,360901,3493095,0.103318404,Higher zone WINTER 6,Heat Shock,49,60,Higher
587,1276,11,11,320259,3464383,0.092443301,Higher zone WINTER 6,Heat Shock,49,60,Higher
588,1277,12,12,207536,3790794,0.05474737,Higher zone WINTER 6,Heat Shock,49,60,Higher
589,321,1,1,675630,2823826,0.239260493,Higher zone WINTER 7,Control,6,17,Higher
590,322,2,2,869420,2872379,0.302682898,Higher zone WINTER 7,Control,6,17,Higher
591,323,3,3,623154,2661993,0.234093027,Higher zone WINTER 7,Control,6,17,Higher
592,324,4,4,784624,2995068,0.261972015,Higher zone WINTER 7,Control,6,17,Higher
593,325,5,5,722215,2835443,0.254709758,Higher zone WINTER 7,Control,6,17,Higher
594,326,6,6,671055,2694261,0.249068297,Higher zone WINTER 7,Control,6,17,Higher
595,327,7,7,733255,2950661,0.248505335,Higher zone WINTER 7,Control,6,17,Higher
596,328,8,8,830850,2819321,0.294698617,Higher zone WINTER 7,Control,6,17,Higher
597,329,9,9,1124368,3223032,0.348854122,Higher zone WINTER 7,Control,6,17,Higher
